CodMes;tcsera;TIPO;Geografia;Departamento;Cod_Entidad;Cod_Punto_Venta;Ingresos;Terminal;Color;Marca;Segmento_Equipo;Gama;Precio;Costo_Equipo;prom_llam_201908;prom_llam_201909;prom_llam_201910;prom_llam_201911;prom_llam_201912;Ventana;riesgo_neto_imei
201912;1;NO PVAE;LIMA;LIMA;214;1;74.690;BMOBILE TV280;BLANCO;BMOBILE;MULTIMEDIA;GAMA ULTRABAJA;78;70.63;0;0;0;0;0;15;1
201912;2;NO PVAE;PROVINCIAS;LAMBAYEQUE;625;1;79.241;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;;14.03;0;0;0;0;0;15;1
201912;3;NO PVAE;PROVINCIAS;LA LIBERTAD;3557;2;88.951;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;4;NO PVAE;PROVINCIAS;ANCASH;5524;17;30.648;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;150;14.03;0;0;0;0;0;15;1
201912;5;NO PVAE;PROVINCIAS;ANCASH;5524;17;30.648;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;;14.03;0;0;0;0;0;15;1
201912;6;NO PVAE;PROVINCIAS;LORETO;3540;52;94.352;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;200;14.03;0;0;0;0;0;15;1
201912;7;NO PVAE;PROVINCIAS;LORETO;3540;52;94.352;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0.4;0.2;0;0.4;15;1
201912;8;NO PVAE;LIMA;LIMA;4808;1;41.117;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;9;NO PVAE;PROVINCIAS;LA LIBERTAD;3557;2;88.951;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;4.8;15.6;15.4;16.2;15.4;15;1
201912;10;NO PVAE;PROVINCIAS;ANCASH;5524;17;30.648;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;11;NO PVAE;LIMA;LIMA;4805;3;41.117;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;12;NO PVAE;PROVINCIAS;ICA;883;1;10.683;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0.4;1.4;0.4;0;6.2;15;1
201912;13;NO PVAE;LIMA;LIMA;4805;1;41.117;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;14;NO PVAE;PROVINCIAS;CAJAMARCA;732;1;69.373;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;15;NO PVAE;LIMA;LIMA;4807;2;41.117;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;16;NO PVAE;LIMA;LIMA;692;17;74.690;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;17;NO PVAE;LIMA;LIMA;3512;17;8.001;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;18;NO PVAE;LIMA;LIMA;3512;3;8.001;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;19;NO PVAE;PROVINCIAS;LA LIBERTAD;4815;2;75.636;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0.4;0.4;0;0.4;15;1
201912;20;NO PVAE;PROVINCIAS;LAMBAYEQUE;3551;2;93.729;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;21;NO PVAE;LIMA;LIMA;3519;25;8.001;;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;22;NO PVAE;LIMA;LIMA;3519;25;8.001;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;23;NO PVAE;PROVINCIAS;SAN MARTIN;3538;74;94.352;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;24;NO PVAE;LIMA;LIMA;3519;56;8.001;;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;25;NO PVAE;LIMA;LIMA;4805;3;41.117;;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;26;NO PVAE;PROVINCIAS;LIMA;4802;2;0;;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;27;NO PVAE;LIMA;LIMA;300;1;74.690;;BLANCO;BMOBILE;SMARTPHONE;GAMA BAJA;125;14.38;0;0;0;0;0;15;1
201912;28;NO PVAE;PROVINCIAS;TACNA;4806;6;40.104;;BLANCO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.38;0;0;0;0;0;15;1
201912;29;NO PVAE;PROVINCIAS;TACNA;1003;6;37.267;;BLANCO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.38;0;0;0;0;0;15;1
201912;30;NO PVAE;PROVINCIAS;CUSCO;607;1;86.573;;BLANCO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.38;0;0;0;0;0;15;1
201912;31;NO PVAE;PROVINCIAS;JUNIN;4806;7;55.565;BMOBILE AX675;BLANCO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.38;0;0;0;0;0;15;1
201912;32;NO PVAE;PROVINCIAS;LA LIBERTAD;3574;3;88.951;BMOBILE AX675;BLANCO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.38;1.2;3.8;0;8.2;8.2;15;1
201912;33;NO PVAE;PROVINCIAS;PIURA;520;31;98.852;SONY E2306;BLANCO;SONY;SMARTPHONE;GAMA ALTA;1159;99.07;0;0;0;0;0;15;1
201912;34;NO PVAE;LIMA;LIMA;3506;2;8.001;SONY E2306;BLANCO;SONY;SMARTPHONE;GAMA ALTA;1159;99.07;0;0;0.8;0;0;15;1
201912;35;NO PVAE;PROVINCIAS;LAMBAYEQUE;1013;1;71.172;SONY E2306;BLANCO;SONY;SMARTPHONE;GAMA ALTA;1159;99.07;0;0;0;0;0;15;1
201912;36;NO PVAE;PROVINCIAS;AREQUIPA;3538;72;72.772;SONY E2306;BLANCO;SONY;SMARTPHONE;GAMA ALTA;1159;99.07;0;0;0;0;0;15;1
201912;37;NO PVAE;PROVINCIAS;ICA;3529;9;12.080;SONY E2306;SALMON;SONY;SMARTPHONE;GAMA ALTA;1159;99.76;0;0;0;0;0;15;1
201912;38;NO PVAE;PROVINCIAS;JUNIN;4806;7;55.565;SONY E2306;SALMON;SONY;SMARTPHONE;GAMA ALTA;1159;99.76;0;0;0;0;0;15;1
201912;39;NO PVAE;PROVINCIAS;CAJAMARCA;792;1;69.373;SONY E2306;SALMON;SONY;SMARTPHONE;GAMA ALTA;1159;99.76;0;0;0;0;0;15;1
201912;40;NO PVAE;PROVINCIAS;TUMBES;3538;14;10.530;SONY E2306;SALMON;SONY;SMARTPHONE;GAMA ALTA;1159;99.76;0;0;0;0;0;15;1
201912;41;NO PVAE;PROVINCIAS;UCAYALI;3547;1;10.830;SONY E2306;NEGRO;SONY;SMARTPHONE;GAMA ALTA;1159;98.04;0;0;0;0;0;15;1
201912;42;NO PVAE;PROVINCIAS;UCAYALI;3547;1;10.830;SONY E2306;NEGRO;SONY;SMARTPHONE;GAMA ALTA;1159;98.04;0;0;0;0;0;15;1
201912;43;NO PVAE;PROVINCIAS;UCAYALI;4804;4;4.839;SONY E2306;NEGRO;SONY;SMARTPHONE;GAMA ALTA;1159;98.04;0;0;0;0;0;15;1
201912;44;NO PVAE;PROVINCIAS;AYACUCHO;3538;19;80.452;SONY E2306;NEGRO;SONY;SMARTPHONE;GAMA ALTA;1159;98.04;0;0;0;0;0;15;1
201912;45;NO PVAE;LIMA;LIMA;3519;39;8.001;SONY E2306;NEGRO;SONY;SMARTPHONE;GAMA ALTA;1159;98.04;0;0;0;0;0;15;1
201912;46;NO PVAE;PROVINCIAS;PIURA;3538;11;11.799;SONY E2306;NEGRO;SONY;SMARTPHONE;GAMA ALTA;1159;98.04;0;0;0;0;0;15;1
201912;47;NO PVAE;PROVINCIAS;AREQUIPA;3523;7;72.772;SONY E2306;NEGRO;SONY;SMARTPHONE;GAMA ALTA;1159;98.04;0;0;0;0;0;15;1
201912;48;NO PVAE;LIMA;LIMA;4812;1;41.117;SONY E2306;NEGRO;SONY;SMARTPHONE;GAMA ALTA;1159;98.04;0;0;0;0;0;15;1
201912;49;NO PVAE;PROVINCIAS;HUANUCO;797;1;79.851;BMOBILE AX1065;BLANCO;BMOBILE;SMARTPHONE;GAMA MEDIA;349;30.57;0;0;0;0;0;15;1
201912;50;NO PVAE;PROVINCIAS;CUSCO;789;18;86.573;BMOBILE AX1065;BLANCO;BMOBILE;SMARTPHONE;GAMA MEDIA;349;30.57;0;0;0;0;0;15;1
201912;51;NO PVAE;PROVINCIAS;ANCASH;3557;10;10.206;BMOBILE AX1065;BLANCO;BMOBILE;SMARTPHONE;GAMA MEDIA;349;30.57;0;0;0;0;0;15;1
201912;52;NO PVAE;PROVINCIAS;AREQUIPA;3529;13;72.772;BMOBILE AX1065;BLANCO;BMOBILE;SMARTPHONE;GAMA MEDIA;349;30.57;0;0;0;0;0;15;1
201912;53;NO PVAE;LIMA;LIMA;3502;25;8.001;BMOBILE AX1065;BLANCO;BMOBILE;SMARTPHONE;GAMA MEDIA;349;30.57;0;0;0;0;0;15;1
201912;54;NO PVAE;PROVINCIAS;TACNA;904;4;44.533;BMOBILE AX1065;BLANCO;BMOBILE;SMARTPHONE;GAMA MEDIA;349;30.57;0;0;0;0;0;15;1
201912;55;NO PVAE;PROVINCIAS;LA LIBERTAD;3537;9;88.951;BMOBILE AX1065;BLANCO;BMOBILE;SMARTPHONE;GAMA MEDIA;349;30.57;1;0.2;0;0.8;0.4;15;1
201912;56;NO PVAE;PROVINCIAS;CAJAMARCA;3574;5;64.809;BMOBILE AX1065;BLANCO;BMOBILE;SMARTPHONE;GAMA MEDIA;1;30.57;0;0;0;0;0;15;1
201912;57;NO PVAE;LIMA;LIMA;3519;30;8.001;BMOBILE AX1065;BLANCO;BMOBILE;SMARTPHONE;GAMA MEDIA;;30.57;0;0;0;0;0;15;1
201912;58;NO PVAE;PROVINCIAS;AREQUIPA;3551;3;72.772;BMOBILE AX1065;BLANCO;BMOBILE;SMARTPHONE;GAMA MEDIA;;30.57;1.2;1.4;0;5;1.4;15;1
201912;59;NO PVAE;PROVINCIAS;SAN MARTIN;5524;8;8.030;BMOBILE AX1065;NEGRO;BMOBILE;SMARTPHONE;GAMA MEDIA;;30.25;0;0;0;0;0;15;1
201912;60;NO PVAE;PROVINCIAS;LIMA;846;1;10.683;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;;14.03;0;0;0;0;0;15;1
201912;61;NO PVAE;PROVINCIAS;UCAYALI;3824;1;10.830;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;;14.03;0;0;0;0;0;15;1
201912;62;NO PVAE;LIMA;LIMA;3501;24;8.001;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;;14.03;0;0.8;0.4;0;0.4;15;1
201912;63;NO PVAE;LIMA;LIMA;3519;15;8.001;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;;14.03;0;0;0;0;0;15;1
201912;64;NO PVAE;PROVINCIAS;AREQUIPA;3574;55;72.772;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;;14.03;0;0.4;0.4;0;0.4;15;1
201912;65;NO PVAE;PROVINCIAS;PIURA;520;39;98.852;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;;14.03;0;0.2;0.2;0;0.2;15;1
201912;66;NO PVAE;PROVINCIAS;SAN MARTIN;519;61;69.926;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;;14.03;0;0;0;0;0;15;1
201912;67;NO PVAE;PROVINCIAS;SAN MARTIN;519;61;69.926;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;;14.03;0.4;0;0;0;0;15;1
201912;68;NO PVAE;LIMA;LIMA;214;1;74.690;ALCATEL 1050;NEGRO;ALCATEL;MULTIMEDIA;GAMA ULTRABAJA;;55.28;0;0;0;0;0;15;1
201912;69;NO PVAE;LIMA;LIMA;214;1;74.690;ALCATEL 1050;ROJO;ALCATEL;MULTIMEDIA;GAMA ULTRABAJA;;55.35;0;0;0;0;0;15;1
201912;70;NO PVAE;LIMA;LIMA;3536;16;8.001;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;71;NO PVAE;LIMA;LIMA;3507;1;8.001;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;72;NO PVAE;LIMA;LIMA;3519;51;8.001;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;2;0;0;4.6;0;15;1
201912;73;NO PVAE;LIMA;LIMA;3519;32;8.001;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0.2;0;0;0;15;1
201912;74;NO PVAE;PROVINCIAS;PIURA;520;28;98.852;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;75;NO PVAE;PROVINCIAS;ICA;3569;15;12.080;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;76;NO PVAE;LIMA;LIMA;4808;3;41.117;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;77;NO PVAE;PROVINCIAS;SAN MARTIN;519;61;69.926;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;78;NO PVAE;PROVINCIAS;TACNA;1003;6;37.267;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;;0;0;0;0;0;15;1
201912;79;NO PVAE;PROVINCIAS;JUNIN;3562;18;95.115;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;;0;0;0;0;0;15;1
201912;80;NO PVAE;LIMA;LIMA;3519;8;8.001;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;;0;0;0;0;0;15;1
201912;81;NO PVAE;LIMA;LIMA;300;1;74.690;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;;0.4;0.4;0;0.6;0;15;1
201912;82;NO PVAE;LIMA;LIMA;4805;4;41.117;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;;0;0;0;0;0;15;1
201912;83;NO PVAE;PROVINCIAS;CUSCO;4806;1;28.171;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;;0;0;0;0;0;15;1
201912;84;NO PVAE;PROVINCIAS;PIURA;1007;3;54.867;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;;0;0;0;0;0;15;1
201912;85;NO PVAE;PROVINCIAS;PIURA;1007;3;54.867;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;;0;0;0;0;0;15;1
201912;86;NO PVAE;PROVINCIAS;PIURA;4802;3;45.693;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;;0;0.2;0.2;0;0.2;15;1
201912;87;NO PVAE;PROVINCIAS;JUNIN;4806;7;55.565;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;;0;0;0;0;0;15;1
201912;88;NO PVAE;PROVINCIAS;ANCASH;714;1;65.924;BMOBILE AX675;BLANCO;BMOBILE;SMARTPHONE;GAMA BAJA;149;;0;0;0;0;0;15;1
201912;89;NO PVAE;LIMA;LIMA;887;1;74.690;BMOBILE AX675;BLANCO;BMOBILE;SMARTPHONE;GAMA BAJA;149;;0;0;0;0;0;15;1
201912;90;NO PVAE;PROVINCIAS;LAMBAYEQUE;926;2;49.879;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;;0.2;5.6;5.8;0.4;9.8;15;1
201912;91;NO PVAE;PROVINCIAS;LA LIBERTAD;3557;2;88.951;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;;0;0.2;0.2;0;0.2;15;1
201912;92;NO PVAE;LIMA;LIMA;3519;28;8.001;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;;0.4;0.4;0;0.2;0;15;1
201912;93;NO PVAE;LIMA;LIMA;3519;28;8.001;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;;0;0;0;0;0;15;1
201912;94;NO PVAE;PROVINCIAS;PIURA;3562;12;11.799;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;409;;0;0;0;0;0;15;1
201912;95;NO PVAE;PROVINCIAS;AREQUIPA;8500;18;32.570;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;;0;0;0;0;0;15;1
201912;96;NO PVAE;PROVINCIAS;LORETO;915;5;61.436;IPHONE 6S 16GB LTE;GRIS;APPLE;SMARTPHONE;GAMA PREMIUM;2999;;0;0;0;0;0;15;1
201912;97;NO PVAE;PROVINCIAS;LA LIBERTAD;759;1;7.983;BMOBILE QW125;ROJO;BMOBILE;MULTIMEDIA;GAMA BAJA;89;;0;0;0;0;0;15;1
201912;98;NO PVAE;LIMA;LIMA;3507;5;8.001;BMOBILE AX1065;NEGRO;BMOBILE;SMARTPHONE;GAMA MEDIA;349;;0;0;0;0;0;15;1
201912;99;NO PVAE;PROVINCIAS;ICA;3529;14;12.080;BMOBILE AX1065;NEGRO;BMOBILE;SMARTPHONE;GAMA MEDIA;349;;0;0;0;0;0;15;1
201912;100;NO PVAE;PROVINCIAS;LORETO;4804;3;45.742;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;;0;0;0;0;0;15;1
201912;101;NO PVAE;PROVINCIAS;PIURA;520;39;98.852;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;;0;0;0;0;0;15;1
201912;102;NO PVAE;LIMA;LIMA;3536;24;8.001;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;;0;0.4;0.2;0;0.2;15;1
201912;103;NO PVAE;PROVINCIAS;UCAYALI;4804;2;4.839;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;;0;0.2;0;0;0;15;1
201912;104;NO PVAE;PROVINCIAS;UCAYALI;4804;2;4.839;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;;0;0.4;0.2;0;0.2;15;1
201912;105;NO PVAE;PROVINCIAS;UCAYALI;4804;2;4.839;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0.4;0.2;0;0.2;15;1
201912;106;NO PVAE;PROVINCIAS;UCAYALI;4804;2;4.839;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;107;NO PVAE;PROVINCIAS;JUNIN;3540;14;95.115;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;108;NO PVAE;PROVINCIAS;JUNIN;3540;14;95.115;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;109;NO PVAE;PROVINCIAS;JUNIN;3540;14;95.115;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;110;NO PVAE;PROVINCIAS;JUNIN;3540;14;95.115;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;111;NO PVAE;LIMA;LIMA;5006;11;65.802;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0.4;0.2;0;0.2;15;1
201912;112;NO PVAE;LIMA;LIMA;3715;1;8.001;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0.2;0;0;0;15;1
201912;113;NO PVAE;PROVINCIAS;HUANCAVELICA;888;1;82.857;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0.2;0;0;0;15;1
201912;114;NO PVAE;PROVINCIAS;CAJAMARCA;732;1;69.373;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;115;NO PVAE;PROVINCIAS;HUANUCO;3540;37;8.179;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;116;NO PVAE;LIMA;LIMA;177;27;74.690;BMOBILE AX675;NEGRO;BMOBILE;SMARTPHONE;GAMA BAJA;149;14.03;0;0;0;0;0;15;1
201912;117;NO PVAE;PROVINCIAS;LA LIBERTAD;1012;4;0;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.49;0;0;0;0;0;15;1
201912;118;NO PVAE;PROVINCIAS;CAJAMARCA;732;1;69.373;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.49;0;0;0;0;0;15;1
201912;119;NO PVAE;LIMA;LIMA;4807;1;41.117;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.49;0;0;0;0;0;15;1
201912;120;NO PVAE;LIMA;LIMA;177;27;74.690;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.49;0;0.2;0.2;0;0.2;15;1
201912;121;NO PVAE;PROVINCIAS;ANCASH;4815;4;33.576;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.49;0;0;0;0;0;15;1
201912;122;NO PVAE;LIMA;LIMA;4816;1;41.117;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.49;0;0;0;0;0;15;1
201912;123;NO PVAE;PROVINCIAS;ICA;883;1;10.683;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.49;0;0;0;0;0;15;1
201912;124;NO PVAE;PROVINCIAS;LAMBAYEQUE;3538;2;93.729;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;125;NO PVAE;LIMA;LIMA;3512;3;8.001;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;126;NO PVAE;PROVINCIAS;TUMBES;4802;7;45.729;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;127;NO PVAE;LIMA;LIMA;3506;7;8.001;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;128;NO PVAE;PROVINCIAS;AREQUIPA;507;4;88.172;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;129;NO PVAE;LIMA;LIMA;3506;32;8.001;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;1;0.4;1.8;0.2;0;15;1
201912;130;NO PVAE;PROVINCIAS;ANCASH;3540;9;93.403;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;5.8;3.2;2;12.8;2.8;15;1
201912;131;NO PVAE;LIMA;LIMA;854;7;74.690;LG K350H K8;AZUL;LG;SMARTPHONE;GAMA MEDIA;549;4.72;0;0;0;0;0;15;1
201912;132;NO PVAE;LIMA;LIMA;4807;5;41.117;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.49;0;0;0;0;0;15;1
201912;133;NO PVAE;PROVINCIAS;CAJAMARCA;3537;7;64.809;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.49;0;0;0;0;0;15;1
201912;134;NO PVAE;LIMA;LIMA;4803;2;41.117;SAMSUNG J200M;BLANCO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.49;0;0;0;0;0;15;1
201912;135;NO PVAE;LIMA;LIMA;3536;29;8.001;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;409;49.37;0;0;0;0;0;15;1
201912;136;NO PVAE;PROVINCIAS;UCAYALI;3547;1;10.830;SAMSUNG SM-J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;0;0;0;0;0;0;15;1
201912;137;NO PVAE;PROVINCIAS;UCAYALI;3547;1;10.830;SAMSUNG SM-J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;0;0;0;0;0;0;15;1
201912;138;NO PVAE;PROVINCIAS;HUANUCO;3551;21;8.179;SAMSUNG SM-J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;0;0;0;0;0;0;15;1
201912;139;NO PVAE;PROVINCIAS;UCAYALI;3547;1;10.830;SAMSUNG SM-J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;0;0;0;0;0;0;15;1
201912;140;NO PVAE;PROVINCIAS;HUANUCO;635;4;79.851;SAMSUNG SM-J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;0;0;0;0;0;0;15;1
201912;141;NO PVAE;PROVINCIAS;UCAYALI;3547;1;10.830;SAMSUNG SM-J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;0;0;0;0;0;0;15;1
201912;142;NO PVAE;PROVINCIAS;ANCASH;3540;6;10.206;SAMSUNG SM-J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;0;0;0;0;0;0;15;1
201912;143;NO PVAE;PROVINCIAS;UCAYALI;3547;1;10.830;SAMSUNG SM-J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;0;0;0;0;0;0;15;1
201912;144;NO PVAE;PROVINCIAS;ANCASH;4815;7;75.740;SAMSUNG J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;449;49.32;1.8;1;0;3;2;15;1
201912;145;NO PVAE;PROVINCIAS;LORETO;3538;70;94.352;SAMSUNG SM-J200M;NEGRO;SAMSUNG;SMARTPHONE;GAMA MEDIA;409;0;0;0;0;0;0;15;1
